"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","envelope.correlation"
"200303-015.wav_982",1,0.04,0.13446712018098,2.9036,5.5685,"Haemorhous-mexicanus-220518.wav_3","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_3",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_3","200303-000.wav_982-1",0.780074201798973
"200303-015.wav_983",1,0.04,0.185555555556001,3.0229,5.7673,"Haemorhous-mexicanus-220518.wav_4","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_4",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_4","200303-000.wav_983-1",0.823148908199377
"200303-015.wav_984",1,0.04,0.201043083900012,2.9831,5.6878,"Haemorhous-mexicanus-220518.wav_5","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_5",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_5","200303-000.wav_984-1",0.827281762793548
"200303-015.wav_985",1,0.04,0.0864625850339928,4.9761,7.9592,"Haemorhous-mexicanus-220518.wav_6","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_6",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_6","200303-000.wav_985-1",0.70143023332321
"200303-015.wav_986",1,0.04,0.10970521541902,2.5896,4.3397,"Haemorhous-mexicanus-220518.wav_7","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_7",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_7","200303-000.wav_986-1",0.915006612970887
"200303-015.wav_987",1,0.04,0.174716553288001,3.1067,4.6977,"Haemorhous-mexicanus-220518.wav_8","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_8",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_8","200303-000.wav_987-1",0.85848738708222
"200303-015.wav_988",1,0.04,0.142199546485991,2.1919,5.3341,"Haemorhous-mexicanus-220518.wav_9","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_9",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_9","200303-000.wav_988-1",0.775016507311345
"200303-015.wav_989",1,0.04,0.244399092969993,2.1521,4.5783,"Haemorhous-mexicanus-220518.wav_10","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_10",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_10","200303-000.wav_989-1",0.878651628500787
"200303-015.wav_990",1,0.04,0.264512471655004,1.7146,5.0556,"Haemorhous-mexicanus-220518.wav_11","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_11",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_11","200303-000.wav_990-1",0.855879625725508
"200303-015.wav_991",1,0.04,0.180907029478996,1.8339,5.692,"Haemorhous-mexicanus-220518.wav_12","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_12",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_12","200303-000.wav_991-1",0.850956909555937
"200303-015.wav_992",1,0.04,0.114331065758997,1.5555,4.4192,"Haemorhous-mexicanus-220518.wav_13","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_13",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_13","200303-000.wav_992-1",0.753167184597849
"200303-015.wav_993",1,0.04,0.13911564625898,1.5157,6.0898,"Haemorhous-mexicanus-220518.wav_14","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_14",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_14","200303-000.wav_993-1",0.843869059368463
"200303-015.wav_994",1,0.04,0.137573696144991,1.6748,6.3682,"Haemorhous-mexicanus-220518.wav_15","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_15",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_15","200303-000.wav_994-1",0.837656545132867
"200303-015.wav_995",1,0.04,0.148412698412991,1.635,6.3284,"Haemorhous-mexicanus-220518.wav_16","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_16",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-220518.wav_16","200303-000.wav_995-1",0.796370296656432
"200303-015.wav_996",1,0.04,0.14530612244898,2.413,3.8051,"Haemorhous-mexicanus-252731.wav_1","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_1",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_1","200303-000.wav_996-1",0.914876826435767
"200303-015.wav_997",1,0.04,0.151496598639008,1.8562,4.0835,"Haemorhous-mexicanus-252731.wav_2","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_2",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_2","200303-000.wav_997-1",0.88211020590974
"200303-015.wav_998",1,0.04,0.284648526077015,2.2274,4.826,"Haemorhous-mexicanus-252731.wav_3","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_3",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_3","200303-000.wav_998-1",0.928915054942535
"200303-015.wav_999",1,0.04,0.30013605442202,1.5777,5.6613,"Haemorhous-mexicanus-252731.wav_4","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_4",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_4","200303-000.wav_999-1",0.896941342994174
"200303-015.wav_1000",1,0.04,0.272267573696021,1.6705,3.3411,"Haemorhous-mexicanus-252731.wav_5","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_5",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_5","200303-000.wav_1000-1",0.943451655547129
"200303-015.wav_1001",1,0.04,0.346575963719013,1.2065,5.1044,"Haemorhous-mexicanus-252731.wav_6","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_6",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_6","200303-000.wav_1001-1",0.930062027381185
"200303-015.wav_1002",1,0.04,0.293945578230997,1.4849,5.0116,"Haemorhous-mexicanus-252731.wav_7","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_7",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_7","200303-000.wav_1002-1",0.83122773722498
"200303-015.wav_1003",1,0.04,0.290839002268009,1.949,5.1972,"Haemorhous-mexicanus-252731.wav_8","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_8",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_8","200303-000.wav_1003-1",0.865243578523286
"200303-015.wav_1004",1,0.04,0.306326530612019,2.1346,5.8469,"Haemorhous-mexicanus-252731.wav_9","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_9",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-252731.wav_9","200303-000.wav_1004-1",0.794385248859426
"200303-015.wav_1005",1,0.04,0.105714285713995,2.8638,4.773,"Haemorhous-mexicanus-268457.wav_1","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_1",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_1","200303-000.wav_1005-1",0.77659577141787
"200303-015.wav_1006",1,0.04,0.129795918367997,2.8638,4.9321,"Haemorhous-mexicanus-268457.wav_2","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_2",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_2","200303-000.wav_1006-1",0.922548510332084
"200303-015.wav_1007",1,0.04,0.114467120180998,3.1024,4.773,"Haemorhous-mexicanus-268457.wav_3","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_3",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_3","200303-000.wav_1007-1",0.76815517616019
"200303-015.wav_1008",1,0.04,0.142925170068005,2.7047,4.8525,"Haemorhous-mexicanus-268457.wav_4","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_4",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_4","200303-000.wav_1008-1",0.84704502560651
"200303-015.wav_1009",1,0.04,0.127596371882,2.9433,4.8525,"Haemorhous-mexicanus-268457.wav_5","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_5",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_5","200303-000.wav_1009-1",0.723499477004002
"200303-015.wav_1010",1,0.04,0.151700680272008,2.8638,4.6139,"Haemorhous-mexicanus-268457.wav_6","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_6",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_6","200303-000.wav_1010-1",0.862349099532329
"200303-015.wav_1011",1,0.04,0.129795918367997,2.7047,5.1707,"Haemorhous-mexicanus-268457.wav_7","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_7",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_7","200303-000.wav_1011-1",0.912110152945134
"200303-015.wav_1012",1,0.04,0.182335600907018,1.8296,5.0116,"Haemorhous-mexicanus-268457.wav_8","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_8",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_8","200303-000.wav_1012-1",0.88481077714057
"200303-015.wav_1013",1,0.04,0.127596371882,1.9092,4.3752,"Haemorhous-mexicanus-268457.wav_9","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_9",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_9","200303-000.wav_1013-1",0.879418380591096
"200303-015.wav_1014",1,0.04,0.140748299320003,2.1478,4.4548,"Haemorhous-mexicanus-268457.wav_10","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_10",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_10","200303-000.wav_1014-1",0.940266470483945
"200303-015.wav_1015",1,0.04,0.14074829931898,2.0683,4.2161,"Haemorhous-mexicanus-268457.wav_11","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_11",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_11","200303-000.wav_1015-1",0.85358394024186
"200303-015.wav_1016",1,0.04,0.191111111110993,1.4319,4.1366,"Haemorhous-mexicanus-268457.wav_12","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_12",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_12","200303-000.wav_1016-1",0.953103033583819
"200303-015.wav_1017",1,0.04,0.16263038548798,1.8296,4.2957,"Haemorhous-mexicanus-268457.wav_13","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_13",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268457.wav_13","200303-000.wav_1017-1",0.919364603200312
"200303-015.wav_1018",1,0.04,0.136371882086004,2.9433,4.4548,"Haemorhous-mexicanus-268458.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_1",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_1","200303-000.wav_1018-1",0.920138775996196
"200303-015.wav_1019",1,0.04,0.153877551021005,2.7047,4.9321,"Haemorhous-mexicanus-268458.wav_2","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_2",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_2","200303-000.wav_1019-1",0.92864204946197
"200303-015.wav_1020",1,0.04,0.149501133785983,2.7047,5.3298,"Haemorhous-mexicanus-268458.wav_3","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_3",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_3","200303-000.wav_1020-1",0.769685797490456
"200303-015.wav_1021",1,0.04,0.149501133787006,2.466,5.0912,"Haemorhous-mexicanus-268458.wav_4","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_4",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_4","200303-000.wav_1021-1",0.927808553709362
"200303-015.wav_1022",1,0.04,0.136371882086004,3.5797,6.4435,"Haemorhous-mexicanus-268458.wav_5","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_5",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_5","200303-000.wav_1022-1",0.706676533369518
"200303-015.wav_1023",1,0.04,0.123219954648996,2.0683,5.5685,"Haemorhous-mexicanus-268458.wav_7","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_7",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_7","200303-000.wav_1023-1",0.846870095579252
"200303-015.wav_1024",1,0.04,0.153877551019982,2.1478,4.8525,"Haemorhous-mexicanus-268458.wav_8","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_8",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_8","200303-000.wav_1024-1",0.938730332024864
"200303-015.wav_1025",1,0.04,0.219569160998,1.7501,5.0116,"Haemorhous-mexicanus-268458.wav_9","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_9",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_9","200303-000.wav_1025-1",0.933823968209081
"200303-015.wav_1026",1,0.04,0.223945578230976,1.9092,5.7276,"Haemorhous-mexicanus-268458.wav_10","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_10",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_10","200303-000.wav_1026-1",0.885727763330345
"200303-015.wav_1027",1,0.04,0.18891156462599,1.8296,4.4548,"Haemorhous-mexicanus-268458.wav_11","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_11",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_11","200303-000.wav_1027-1",0.928728674246396
"200303-015.wav_1028",1,0.04,0.153877551021005,2.0683,5.2503,"Haemorhous-mexicanus-268458.wav_12","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_12",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_12","200303-000.wav_1028-1",0.928138788582886
"200303-015.wav_1029",1,0.04,0.171405895691017,1.0341,7.3981,"Haemorhous-mexicanus-268458.wav_13","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_13",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_13","200303-000.wav_1029-1",0.96069642430589
"200303-015.wav_1030",1,0.04,0.0969614512470196,1.6705,4.9321,"Haemorhous-mexicanus-268458.wav_14","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_14",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_14","200303-000.wav_1030-1",0.845574251029086
"200303-015.wav_1031",1,0.04,0.232698412699002,1.2728,3.8184,"Haemorhous-mexicanus-268458.wav_15","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_15",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_15","200303-000.wav_1031-1",0.909005603665153
"200303-015.wav_1032",1,0.04,0.429773242629985,1.3523,9.3073,"Haemorhous-mexicanus-268458.wav_16","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_16",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-268458.wav_16","200303-000.wav_1032-1",0.712990779659591
"200303-015.wav_1033",1,0.04,0.147301587302004,2.6914,6.2181,"Haemorhous-mexicanus-378922.wav_1","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_1",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_1","200303-000.wav_1033-1",0.842164402385846
"200303-015.wav_1034",1,0.04,0.15825396825401,2.1346,5.1972,"Haemorhous-mexicanus-378922.wav_2","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_2",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_2","200303-000.wav_1034-1",0.727048649670722
"200303-015.wav_1035",1,0.04,0.248027210883984,1.949,5.8469,"Haemorhous-mexicanus-378922.wav_3","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_3",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_3","200303-000.wav_1035-1",0.890824929619014
"200303-015.wav_1036",1,0.04,0.164829931972982,3.4339,7.0534,"Haemorhous-mexicanus-378922.wav_4","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_4",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_4","200303-000.wav_1036-1",0.767017615212862
"200303-015.wav_1037",1,0.04,0.175782312924988,2.0418,4.7332,"Haemorhous-mexicanus-378922.wav_5","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_5",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_5","200303-000.wav_1037-1",0.824886982738592
"200303-015.wav_1038",1,0.04,0.217369614512997,2.413,6.4965,"Haemorhous-mexicanus-378922.wav_6","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_6",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_6","200303-000.wav_1038-1",0.852511274263632
"200303-015.wav_1039",1,0.04,0.142925170068005,2.5986,6.5894,"Haemorhous-mexicanus-378922.wav_7","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_7",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_7","200303-000.wav_1039-1",0.923271607582952
"200303-015.wav_1040",1,0.04,0.160453514739012,1.8562,4.0835,"Haemorhous-mexicanus-378922.wav_8","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_8",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_8","200303-000.wav_1040-1",0.990544340411142
"200303-015.wav_1041",1,0.04,0.228321995465003,1.5777,4.0835,"Haemorhous-mexicanus-378922.wav_9","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_9",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-378922.wav_9","200303-000.wav_1041-1",0.916953301698439
"200303-015.wav_1042",1,0.04,0.136009070294002,2.7047,4.4548,"Haemorhous-mexicanus-469591.wav_1","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_1",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_1","200303-000.wav_1042-1",0.803916607114561
"200303-015.wav_1043",1,0.04,0.139115646259008,2.2274,4.0968,"Haemorhous-mexicanus-469591.wav_2","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_2",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_2","200303-000.wav_1043-1",0.799909353799794
"200303-015.wav_1044",1,0.04,0.114331065759992,3.1024,4.773,"Haemorhous-mexicanus-469591.wav_3","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_3",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_3","200303-000.wav_1044-1",0.735649450405622
"200303-015.wav_1045",1,0.04,0.163877551019973,2.5854,4.8923,"Haemorhous-mexicanus-469591.wav_4","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_4",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_4","200303-000.wav_1045-1",0.762545687932761
"200303-015.wav_1046",1,0.04,0.160793650794013,1.949,3.6991,"Haemorhous-mexicanus-469591.wav_5","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_5",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_5","200303-000.wav_1046-1",0.816937819111891
"200303-015.wav_1047",1,0.04,0.129818594104003,2.2672,4.1366,"Haemorhous-mexicanus-469591.wav_6","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_6",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_6","200303-000.wav_1047-1",0.815427244779757
"200303-015.wav_1048",1,0.04,0.191746031746001,2.3069,4.4548,"Haemorhous-mexicanus-469591.wav_7","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_7",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_7","200303-000.wav_1048-1",0.86423616164704
"200303-015.wav_1049",1,0.04,0.297029478458008,1.6308,4.8923,"Haemorhous-mexicanus-469591.wav_8","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_8",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_8","200303-000.wav_1049-1",0.859191798660124
"200303-015.wav_1050",1,0.04,0.166984126983984,4.2559,7.0799,"Haemorhous-mexicanus-469591.wav_9","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_9",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_9","200303-000.wav_1050-1",0.797542436692387
"200303-015.wav_1051",1,0.04,0.136009070294997,2.1081,4.773,"Haemorhous-mexicanus-469591.wav_10","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_10",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_10","200303-000.wav_1051-1",0.776214930980401
"200303-015.wav_1052",1,0.04,0.182471655329018,4.4945,5.9662,"Haemorhous-mexicanus-469591.wav_11","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_11",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_11","200303-000.wav_1052-1",0.947513479193826
"200303-015.wav_1053",1,0.04,0.12052154195002,1.949,2.7445,"Haemorhous-mexicanus-469591.wav_12","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_12",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_12","200303-000.wav_1053-1",0.939869524069133
"200303-015.wav_1054",1,0.04,0.293945578230997,1.8694,5.4491,"Haemorhous-mexicanus-469591.wav_13","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_13",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-469591.wav_13","200303-000.wav_1054-1",0.790784685060997
"200303-015.wav_1055",1,0.04,0.118843537414997,3.0844,5.1187,"Haemorhous-mexicanus-474138.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-474138.wav_1",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-474138.wav_1","200303-000.wav_1055-1",0.642176582863281
"200303-015.wav_1056",1,0.04,0.136371882086004,1.6406,4.0687,"Haemorhous-mexicanus-474138.wav_2","Paulina","bosque_cerrado","Haemorhous-mexicanus-474138.wav_2",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-474138.wav_2","200303-000.wav_1056-1",0.826179351539519
"200303-015.wav_1057",1,0.04,0.298390022675997,2.4937,5.25,"Haemorhous-mexicanus-474138.wav_3","Paulina","bosque_cerrado","Haemorhous-mexicanus-474138.wav_3",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-474138.wav_3","200303-000.wav_1057-1",0.824369010183809
"200303-015.wav_1058",1,0.04,0.223945578231004,2.625,4.5281,"Haemorhous-mexicanus-474138.wav_4","Paulina","bosque_cerrado","Haemorhous-mexicanus-474138.wav_4",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-474138.wav_4","200303-000.wav_1058-1",0.814500843835178
"200303-015.wav_1059",1,0.04,0.149501133787006,1.9031,4.2656,"Haemorhous-mexicanus-474138.wav_5","Paulina","bosque_cerrado","Haemorhous-mexicanus-474138.wav_5",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-474138.wav_5","200303-000.wav_1059-1",0.932101035101512
"200303-015.wav_1060",1,0.04,0.298390022675997,1.7062,4.4625,"Haemorhous-mexicanus-474138.wav_6","Paulina","bosque_cerrado","Haemorhous-mexicanus-474138.wav_6",26.3,0.2,10,"cerrado",2,"Haemorhous-mexicanus-474138.wav_6","200303-000.wav_1060-1",0.888984594164672
